Date/time,,",",Major,Function,",",Process,",",Status,,",",File,",",Type,,",","not used,",Minor,"Function,","not used,",Oper,ation flags,,,,",","not used,",IRP Flags,,,,",","not used,",PID,",",Threa,"dID,",C,"PU,"
9/27/2019,31:38.1,",",0xF2,IRP_MJ_NETWORK_QUERY_OPEN,",",MultiMon.exe,",",C01C0004,STATUS_FLT_DISALLOW_FAST_IO,",",C:\Program Files\MultiMon\nissrv.exe,",",Fast,I/O,",",",",0x00,",",",",0x00,,,,,",",",",0x00000000,,,,",",",",872,",",2136,",",0,","
9/27/2019,31:38.1,",",0x00,IRP_MJ_CREATE,",",MultiMon.exe,",",C0000034,STATUS_OBJECT_NAME_NOT_FOUND,",",C:\Program Files\MultiMon\nissrv.exe,",",Irp,(NPP),",",",",0x00,",",",",0x00,,,,,",",",",0x00000884,IRP_SYNCHRONOUS_API  IRP_CREATE_OPERATION  IRP_DEFER_IO_COMPLETION,,,",",",",872,",",2136,",",0,","
9/27/2019,31:38.1,",",0xF2,IRP_MJ_NETWORK_QUERY_OPEN,",",MultiMon.exe,",",C01C0004,STATUS_FLT_DISALLOW_FAST_IO,",",C:\Windows\System32\nissrv.exe,",",Fast,I/O,",",",",0x00,",",",",0x00,,,,,",",",",0x00000000,,,,",",",",872,",",2136,",",0,","
9/27/2019,31:38.1,",",0x00,IRP_MJ_CREATE,",",MultiMon.exe,",",C0000034,STATUS_OBJECT_NAME_NOT_FOUND,",",C:\Windows\System32\nissrv.exe,",",Irp,(NPP),",",",",0x00,",",",",0x00,,,,,",",",",0x00000884,IRP_SYNCHRONOUS_API  IRP_CREATE_OPERATION  IRP_DEFER_IO_COMPLETION,,,",",",",872,",",2136,",",0,","
9/27/2019,31:38.1,",",0xF2,IRP_MJ_NETWORK_QUERY_OPEN,",",MultiMon.exe,",",C01C0004,STATUS_FLT_DISALLOW_FAST_IO,",",C:\Windows\SysWOW64\nissrv.exe,",",Fast,I/O,",",",",0x00,",",",",0x00,,,,,",",",",0x00000000,,,,",",",",872,",",2136,",",0,","
9/27/2019,31:38.1,",",0x00,IRP_MJ_CREATE,",",MultiMon.exe,",",C0000034,STATUS_OBJECT_NAME_NOT_FOUND,",",C:\Windows\SysWOW64\nissrv.exe,",",Irp,(NPP),",",",",0x00,",",",",0x00,,,,,",",",",0x00000884,IRP_SYNCHRONOUS_API  IRP_CREATE_OPERATION  IRP_DEFER_IO_COMPLETION,,,",",",",872,",",2136,",",0,","
9/27/2019,31:38.1,",",0xF2,IRP_MJ_NETWORK_QUERY_OPEN,",",vmware-authd,".e,",C01C0004,STATUS_FLT_DISALLOW_FAST_IO,",",C:\Windows\SysWOW64\sysmain.dll,",",Fast,I/O,",",",",0x00,",",",",0x00,,,,,",",",",0x00000000,,,,",",",",152,"4,",1832,",",1,","
9/27/2019,31:38.1,",",0x00,IRP_MJ_CREATE,",",vmware-authd,".e,",C0000034,STATUS_OBJECT_NAME_NOT_FOUND,",",C:\Windows\SysWOW64\sysmain.dll,",",Irp,(NPP),",",",",0x00,",",",",0x00,,,,,",",",",0x00000884,IRP_SYNCHRONOUS_API  IRP_CREATE_OPERATION  IRP_DEFER_IO_COMPLETION,,,",",",",152,"4,",1832,",",1,","
9/27/2019,31:38.1,",",0xF2,IRP_MJ_NETWORK_QUERY_OPEN,",",vmware-authd,".e,",C01C0004,STATUS_FLT_DISALLOW_FAST_IO,",",C:\Windows\SysWOW64\sysmain.dll,",",Fast,I/O,",",",",0x00,",",",",0x00,,,,,",",",",0x00000000,,,,",",",",152,"4,",1832,",",1,","
9/27/2019,31:38.1,",",0x00,IRP_MJ_CREATE,",",vmware-authd,".e,",C0000034,STATUS_OBJECT_NAME_NOT_FOUND,",",C:\Windows\SysWOW64\sysmain.dll,",",Irp,(NPP),",",",",0x00,",",",",0x00,,,,,",",",",0x00000884,IRP_SYNCHRONOUS_API  IRP_CREATE_OPERATION  IRP_DEFER_IO_COMPLETION,,,",",",",152,"4,",1832,",",1,","
9/27/2019,31:38.2,",",0xF2,IRP_MJ_NETWORK_QUERY_OPEN,",",vmware-authd,".e,",C01C0004,STATUS_FLT_DISALLOW_FAST_IO,",",C:\Windows\SysWOW64\sysmain.dll,",",Fast,I/O,",",",",0x00,",",",",0x00,,,,,",",",",0x00000000,,,,",",",",152,"4,",1832,",",0,","
9/27/2019,31:38.2,",",0x00,IRP_MJ_CREATE,",",vmware-authd,".e,",C0000034,STATUS_OBJECT_NAME_NOT_FOUND,",",C:\Windows\SysWOW64\sysmain.dll,",",Irp,(NPP),",",",",0x00,",",",",0x00,,,,,",",",",0x00000884,IRP_SYNCHRONOUS_API  IRP_CREATE_OPERATION  IRP_DEFER_IO_COMPLETION,,,",",",",152,"4,",1832,",",0,","
9/27/2019,31:38.2,",",0xF2,IRP_MJ_NETWORK_QUERY_OPEN,",",vmware-authd,".e,",C01C0004,STATUS_FLT_DISALLOW_FAST_IO,",",C:\Windows\SysWOW64\sysmain.dll,",",Fast,I/O,",",",",0x00,",",",",0x00,,,,,",",",",0x00000000,,,,",",",",152,"4,",1832,",",0,","
9/27/2019,31:38.2,",",0x00,IRP_MJ_CREATE,",",vmware-authd,".e,",C0000034,STATUS_OBJECT_NAME_NOT_FOUND,",",C:\Windows\SysWOW64\sysmain.dll,",",Irp,(NPP),",",",",0x00,",",",",0x00,,,,,",",",",0x00000884,IRP_SYNCHRONOUS_API  IRP_CREATE_OPERATION  IRP_DEFER_IO_COMPLETION,,,",",",",152,"4,",1832,",",0,","
9/27/2019,31:38.2,",",0xF2,IRP_MJ_NETWORK_QUERY_OPEN,",",vmware-authd,".e,",C01C0004,STATUS_FLT_DISALLOW_FAST_IO,",",C:\Windows\SysWOW64\sysmain.dll,",",Fast,I/O,",",",",0x00,",",",",0x00,,,,,",",",",0x00000000,,,,",",",",152,"4,",1832,",",0,","
9/27/2019,31:38.2,",",0x00,IRP_MJ_CREATE,",",vmware-authd,".e,",C0000034,STATUS_OBJECT_NAME_NOT_FOUND,",",C:\Windows\SysWOW64\sysmain.dll,",",Irp,(NPP),",",",",0x00,",",",",0x00,,,,,",",",",0x00000884,IRP_SYNCHRONOUS_API  IRP_CREATE_OPERATION  IRP_DEFER_IO_COMPLETION,,,",",",",152,"4,",1832,",",0,","
9/27/2019,31:38.2,",",0xF2,IRP_MJ_NETWORK_QUERY_OPEN,",",vmware-authd,".e,",C01C0004,STATUS_FLT_DISALLOW_FAST_IO,",",C:\Windows\SysWOW64\sysmain.dll,",",Fast,I/O,",",",",0x00,",",",",0x00,,,,,",",",",0x00000000,,,,",",",",152,"4,",1832,",",0,","
9/27/2019,31:38.2,",",0x00,IRP_MJ_CREATE,",",vmware-authd,".e,",C0000034,STATUS_OBJECT_NAME_NOT_FOUND,",",C:\Windows\SysWOW64\sysmain.dll,",",Irp,(NPP),",",",",0x00,",",",",0x00,,,,,",",",",0x00000884,IRP_SYNCHRONOUS_API  IRP_CREATE_OPERATION  IRP_DEFER_IO_COMPLETION,,,",",",",152,"4,",1832,",",0,","
9/27/2019,31:38.2,",",0xF2,IRP_MJ_NETWORK_QUERY_OPEN,",",vmware-authd,".e,",C01C0004,STATUS_FLT_DISALLOW_FAST_IO,",",C:\Windows\SysWOW64\sysmain.dll,",",Fast,I/O,",",",",0x00,",",",",0x00,,,,,",",",",0x00000000,,,,",",",",152,"4,",1832,",",0,","
9/27/2019,31:38.2,",",0x00,IRP_MJ_CREATE,",",vmware-authd,".e,",C0000034,STATUS_OBJECT_NAME_NOT_FOUND,",",C:\Windows\SysWOW64\sysmain.dll,",",Irp,(NPP),",",",",0x00,",",",",0x00,,,,,",",",",0x00000884,IRP_SYNCHRONOUS_API  IRP_CREATE_OPERATION  IRP_DEFER_IO_COMPLETION,,,",",",",152,"4,",1832,",",0,","
9/27/2019,31:38.2,",",0xF2,IRP_MJ_NETWORK_QUERY_OPEN,",",vmware-authd,".e,",C01C0004,STATUS_FLT_DISALLOW_FAST_IO,",",C:\Windows\SysWOW64\sysmain.dll,",",Fast,I/O,",",",",0x00,",",",",0x00,,,,,",",",",0x00000000,,,,",",",",152,"4,",1832,",",0,","
9/27/2019,31:38.2,",",0x00,IRP_MJ_CREATE,",",vmware-authd,".e,",C0000034,STATUS_OBJECT_NAME_NOT_FOUND,",",C:\Windows\SysWOW64\sysmain.dll,",",Irp,(NPP),",",",",0x00,",",",",0x00,,,,,",",",",0x00000884,IRP_SYNCHRONOUS_API  IRP_CREATE_OPERATION  IRP_DEFER_IO_COMPLETION,,,",",",",152,"4,",1832,",",0,","
9/27/2019,31:38.4,",",0x04,IRP_MJ_WRITE,",",System,",",0,STATUS_SUCCESS,",",C:\Windows\System32\winevt\Logs\Microsoft-Windows-Diagnosis,"-PCW%4Operational.evtx                              ,",Irp,,",",",",IRP_M,"N_NORMAL ,",",",0x00,,,,,",",",",0x00020043,IRP_NOCACHE  IRP_PAGING_IO  IRP_MOUNT_COMPLETION  IRP_INPUT_OPERATION  IRP_SYNCHRON,OUS_PAGING,,",",",",4,",",1592,",",1,","
9/27/2019,31:38.4,",",0x06,IRP_MJ_SET_INFORMATION,",",System,",",0,STATUS_SUCCESS,",",C:\Windows\System32\winevt\Logs\Microsoft-Windows-Diagnosis,"-PCW%4Operational.evtx                              ,",Irp,(NPP),",",",",0x00,",",",",0x00,,,,,",",",",0x00000042,IRP_PAGING_IO  IRP_MOUNT_COMPLETION  IRP_INPUT_OPERATION  IRP_SYNCHRONOUS_PAGING,,,",",",",4,",",1592,",",1,","
9/27/2019,31:38.5,",",0xF2,IRP_MJ_NETWORK_QUERY_OPEN,",",USBGuard.exe,",",C01C0004,STATUS_FLT_DISALLOW_FAST_IO,",",C:\Program Files (x86)\USB Disk Security\config.ini,",",Fast,I/O,",",",",0x00,",",",",0x00,,,,,",",",",0x00000000,,,,",",",",696,",",248,",",0,","
9/27/2019,31:38.5,",",0x00,IRP_MJ_CREATE,",",USBGuard.exe,",",C0000034,STATUS_OBJECT_NAME_NOT_FOUND,",",C:\Program Files (x86)\USB Disk Security\config.ini,",",Irp,(NPP),",",",",0x00,",",",",0x00,,,,,",",",",0x00000884,IRP_SYNCHRONOUS_API  IRP_CREATE_OPERATION  IRP_DEFER_IO_COMPLETION,,,",",",",696,",",248,",",0,","
9/27/2019,31:38.9,",",0xF2,IRP_MJ_NETWORK_QUERY_OPEN,",",USBGuard.exe,",",C01C0004,STATUS_FLT_DISALLOW_FAST_IO,",",C:\Program Files (x86)\USB Disk Security\config.ini,",",Fast,I/O,",",",",0x00,",",",",0x90,,,,,",",",",0x00000000,,,,",",",",696,",",248,",",1,","
9/27/2019,31:38.9,",",0x00,IRP_MJ_CREATE,",",USBGuard.exe,",",C0000034,STATUS_OBJECT_NAME_NOT_FOUND,",",C:\Program Files (x86)\USB Disk Security\config.ini,",",Irp,(NPP),",",",",0x00,",",",",0xFF,(SL_FORCE_ACCESS_CHECK,SL_OPEN_PAGING_FILE,SL_OPEN_TARGET_DIRECTORY,SL_CASE_SENSITIVE,"),",",",0x00000884,IRP_SYNCHRONOUS_API  IRP_CREATE_OPERATION  IRP_DEFER_IO_COMPLETION,,,",",",",696,",",248,",",1,","
9/27/2019,31:39.1,",",0x04,IRP_MJ_WRITE,",",svchost.exe,",",0,STATUS_SUCCESS,",",C:\Windows\System32\winevt\Logs\Microsoft-Windows-Diagnosis,"-PCW%4Operational.evtx                              ,",Fast,I/O,",",",",IRP_M,"N_NORMAL ,",",",0x00,,,,,",",",",0x00000000,,,,",",",",740,",",800,",",0,","
9/27/2019,31:39.3,",",0xF2,IRP_MJ_NETWORK_QUERY_OPEN,",",USBGuard.exe,",",C01C0004,STATUS_FLT_DISALLOW_FAST_IO,",",C:\Program Files (x86)\USB Disk Security\config.ini,",",Fast,I/O,",",",",0x00,",",",",0x00,,,,,",",",",0x00000000,,,,",",",",696,",",248,",",1,","
9/27/2019,31:39.3,",",0x00,IRP_MJ_CREATE,",",USBGuard.exe,",",C0000034,STATUS_OBJECT_NAME_NOT_FOUND,",",C:\Program Files (x86)\USB Disk Security\config.ini,",",Irp,(NPP),",",",",0x00,",",",",0x00,,,,,",",",",0x00000884,IRP_SYNCHRONOUS_API  IRP_CREATE_OPERATION  IRP_DEFER_IO_COMPLETION,,,",",",",696,",",248,",",1,","
9/27/2019,31:39.7,",",0xF2,IRP_MJ_NETWORK_QUERY_OPEN,",",USBGuard.exe,",",C01C0004,STATUS_FLT_DISALLOW_FAST_IO,",",C:\Program Files (x86)\USB Disk Security\config.ini,",",Fast,I/O,",",",",0x00,",",",",0x00,,,,,",",",",0x00000000,,,,",",",",696,",",248,",",0,","
9/27/2019,31:39.7,",",0x00,IRP_MJ_CREATE,",",USBGuard.exe,",",C0000034,STATUS_OBJECT_NAME_NOT_FOUND,",",C:\Program Files (x86)\USB Disk Security\config.ini,",",Irp,(NPP),",",",",0x00,",",",",0x00,,,,,",",",",0x00000884,IRP_SYNCHRONOUS_API  IRP_CREATE_OPERATION  IRP_DEFER_IO_COMPLETION,,,",",",",696,",",248,",",0,","
9/27/2019,31:40.1,",",0xF2,IRP_MJ_NETWORK_QUERY_OPEN,",",USBGuard.exe,",",C01C0004,STATUS_FLT_DISALLOW_FAST_IO,",",C:\Program Files (x86)\USB Disk Security\config.ini,",",Fast,I/O,",",",",0x00,",",",",0x00,,,,,",",",",0x00000000,,,,",",",",696,",",248,",",1,","
9/27/2019,31:40.1,",",0x00,IRP_MJ_CREATE,",",USBGuard.exe,",",C0000034,STATUS_OBJECT_NAME_NOT_FOUND,",",C:\Program Files (x86)\USB Disk Security\config.ini,",",Irp,(NPP),",",",",0x00,",",",",0x00,,,,,",",",",0x00000884,IRP_SYNCHRONOUS_API  IRP_CREATE_OPERATION  IRP_DEFER_IO_COMPLETION,,,",",",",696,",",248,",",1,","
9/27/2019,31:40.5,",",0xF2,IRP_MJ_NETWORK_QUERY_OPEN,",",USBGuard.exe,",",C01C0004,STATUS_FLT_DISALLOW_FAST_IO,",",C:\Program Files (x86)\USB Disk Security\config.ini,",",Fast,I/O,",",",",0x00,",",",",0x00,,,,,",",",",0x00000000,,,,",",",",696,",",248,",",0,","
9/27/2019,31:40.5,",",0x00,IRP_MJ_CREATE,",",USBGuard.exe,",",C0000034,STATUS_OBJECT_NAME_NOT_FOUND,",",C:\Program Files (x86)\USB Disk Security\config.ini,",",Irp,(NPP),",",",",0x00,",",",",0x00,,,,,",",",",0x00000884,IRP_SYNCHRONOUS_API  IRP_CREATE_OPERATION  IRP_DEFER_IO_COMPLETION,,,",",",",696,",",248,",",0,","
9/27/2019,31:40.9,",",0xF2,IRP_MJ_NETWORK_QUERY_OPEN,",",USBGuard.exe,",",C01C0004,STATUS_FLT_DISALLOW_FAST_IO,",",C:\Program Files (x86)\USB Disk Security\config.ini,",",Fast,I/O,",",",",0x00,",",",",0x00,,,,,",",",",0x00000000,,,,",",",",696,",",248,",",1,","
9/27/2019,31:40.9,",",0x00,IRP_MJ_CREATE,",",USBGuard.exe,",",C0000034,STATUS_OBJECT_NAME_NOT_FOUND,",",C:\Program Files (x86)\USB Disk Security\config.ini,",",Irp,(NPP),",",",",0x00,",",",",0x00,,,,,",",",",0x00000884,IRP_SYNCHRONOUS_API  IRP_CREATE_OPERATION  IRP_DEFER_IO_COMPLETION,,,",",",",696,",",248,",",1,","
9/27/2019,31:41.1,",",0x04,IRP_MJ_WRITE,",",System,",",0,STATUS_SUCCESS,",",C:\Windows\System32\winevt\Logs\Microsoft-Windows-Diagnosis,"-PCW%4Operational.evtx                              ,",Irp,,",",",",IRP_M,"N_NORMAL ,",",",0x00,,,,,",",",",0x00020043,IRP_NOCACHE  IRP_PAGING_IO  IRP_MOUNT_COMPLETION  IRP_INPUT_OPERATION  IRP_SYNCHRON,OUS_PAGING,,",",",",4,",",1592,",",1,","
9/27/2019,31:41.1,",",0x06,IRP_MJ_SET_INFORMATION,",",System,",",0,STATUS_SUCCESS,",",C:\Windows\System32\winevt\Logs\Microsoft-Windows-Diagnosis,"-PCW%4Operational.evtx                              ,",Irp,(NPP),",",",",0x00,",",",",0x00,,,,,",",",",0x00000042,IRP_PAGING_IO  IRP_MOUNT_COMPLETION  IRP_INPUT_OPERATION  IRP_SYNCHRONOUS_PAGING,,,",",",",4,",",1592,",",1,","
9/27/2019,31:41.3,",",0xF2,IRP_MJ_NETWORK_QUERY_OPEN,",",USBGuard.exe,",",C01C0004,STATUS_FLT_DISALLOW_FAST_IO,",",C:\Program Files (x86)\USB Disk Security\config.ini,",",Fast,I/O,",",",",0x00,",",",",0x00,,,,,",",",",0x00000000,,,,",",",",696,",",248,",",1,","
9/27/2019,31:41.3,",",0x00,IRP_MJ_CREATE,",",USBGuard.exe,",",C0000034,STATUS_OBJECT_NAME_NOT_FOUND,",",C:\Program Files (x86)\USB Disk Security\config.ini,",",Irp,(NPP),",",",",0x00,",",",",0x00,,,,,",",",",0x00000884,IRP_SYNCHRONOUS_API  IRP_CREATE_OPERATION  IRP_DEFER_IO_COMPLETION,,,",",",",696,",",248,",",1,","
9/27/2019,31:41.7,",",0xF2,IRP_MJ_NETWORK_QUERY_OPEN,",",USBGuard.exe,",",C01C0004,STATUS_FLT_DISALLOW_FAST_IO,",",C:\Program Files (x86)\USB Disk Security\config.ini,",",Fast,I/O,",",",",0x00,",",",",0x00,,,,,",",",",0x00000000,,,,",",",",696,",",248,",",1,","
9/27/2019,31:41.7,",",0x00,IRP_MJ_CREATE,",",USBGuard.exe,",",C0000034,STATUS_OBJECT_NAME_NOT_FOUND,",",C:\Program Files (x86)\USB Disk Security\config.ini,",",Irp,(NPP),",",",",0x00,",",",",0x00,,,,,",",",",0x00000884,IRP_SYNCHRONOUS_API  IRP_CREATE_OPERATION  IRP_DEFER_IO_COMPLETION,,,",",",",696,",",248,",",1,","
9/27/2019,31:42.1,",",0xF2,IRP_MJ_NETWORK_QUERY_OPEN,",",USBGuard.exe,",",C01C0004,STATUS_FLT_DISALLOW_FAST_IO,",",C:\Program Files (x86)\USB Disk Security\config.ini,",",Fast,I/O,",",",",0x00,",",",",0x00,,,,,",",",",0x00000000,,,,",",",",696,",",248,",",1,","
9/27/2019,31:42.1,",",0x00,IRP_MJ_CREATE,",",USBGuard.exe,",",C0000034,STATUS_OBJECT_NAME_NOT_FOUND,",",C:\Program Files (x86)\USB Disk Security\config.ini,",",Irp,(NPP),",",",",0x00,",",",",0x00,,,,,",",",",0x00000884,IRP_SYNCHRONOUS_API  IRP_CREATE_OPERATION  IRP_DEFER_IO_COMPLETION,,,",",",",696,",",248,",",1,","
9/27/2019,31:42.2,",",0xF2,IRP_MJ_NETWORK_QUERY_OPEN,",",MultiMon.exe,",",C01C0004,STATUS_FLT_DISALLOW_FAST_IO,",",C:\Program Files\MultiMon\smss.exe,",",Fast,I/O,",",",",0x00,",",",",0x00,,,,,",",",",0x00000000,,,,",",",",872,",",2136,",",1,","
9/27/2019,31:42.2,",",0x00,IRP_MJ_CREATE,",",MultiMon.exe,",",C0000034,STATUS_OBJECT_NAME_NOT_FOUND,",",C:\Program Files\MultiMon\smss.exe,",",Irp,(NPP),",",",",0x00,",",",",0x00,,,,,",",",",0x00000884,IRP_SYNCHRONOUS_API  IRP_CREATE_OPERATION  IRP_DEFER_IO_COMPLETION,,,",",",",872,",",2136,",",1,","
9/27/2019,31:42.2,",",0xF2,IRP_MJ_NETWORK_QUERY_OPEN,",",MultiMon.exe,",",C01C0004,STATUS_FLT_DISALLOW_FAST_IO,",",C:\Windows\System32\smss.exe,",",Fast,I/O,",",",",0x00,",",",",0x00,,,,,",",",",0x00000000,,,,",",",",872,",",2136,",",1,","
9/27/2019,31:42.2,",",0x00,IRP_MJ_CREATE,",",MultiMon.exe,",",0,STATUS_SUCCESS,",",C:\Windows\System32\smss.exe,",",Irp,(NPP),",",",",0x00,",",",",0x00,,,,,",",",",0x00000884,IRP_SYNCHRONOUS_API  IRP_CREATE_OPERATION  IRP_DEFER_IO_COMPLETION,,,",",",",872,",",2136,",",1,","
9/27/2019,31:42.2,",",0x05,IRP_MJ_QUERY_INFORMATION,",",MultiMon.exe,",",0,STATUS_SUCCESS,",",C:\Windows\System32\smss.exe,",",Fast,I/O,",",",",0x00,",",",",0x00,,,,,",",",",0x00000000,,,,",",",",872,",",2136,",",1,","
9/27/2019,31:42.2,",",0x12,IRP_MJ_CLEANUP,",",MultiMon.exe,",",0,STATUS_SUCCESS,",",C:\Windows\System32\smss.exe,",",Irp,,",",",",0x00,",",",",0x00,,,,,",",",",0x00000404,IRP_SYNCHRONOUS_API  IRP_CLOSE_OPEARTION,,,",",",",872,",",2136,",",1,","
9/27/2019,31:42.2,",",0x02,IRP_MJ_CLOSE,",",MultiMon.exe,",",0,STATUS_SUCCESS,",",C:\Windows\System32\smss.exe,",",Irp,,",",",",0x00,",",",",0x00,,,,,",",",",0x00000404,IRP_SYNCHRONOUS_API  IRP_CLOSE_OPEARTION,,,",",",",872,",",2136,",",1,","
9/27/2019,31:42.2,",",0xF2,IRP_MJ_NETWORK_QUERY_OPEN,",",MultiMon.exe,",",C01C0004,STATUS_FLT_DISALLOW_FAST_IO,",",C:\Program Files\MultiMon\csrss.exe,",",Fast,I/O,",",",",0x00,",",",",0x00,,,,,",",",",0x00000000,,,,",",",",872,",",2136,",",1,","
9/27/2019,31:42.2,",",0x00,IRP_MJ_CREATE,",",MultiMon.exe,",",C0000034,STATUS_OBJECT_NAME_NOT_FOUND,",",C:\Program Files\MultiMon\csrss.exe,",",Irp,(NPP),",",",",0x00,",",",",0x00,,,,,",",",",0x00000884,IRP_SYNCHRONOUS_API  IRP_CREATE_OPERATION  IRP_DEFER_IO_COMPLETION,,,",",",",872,",",2136,",",1,","
9/27/2019,31:42.2,",",0xF2,IRP_MJ_NETWORK_QUERY_OPEN,",",MultiMon.exe,",",C01C0004,STATUS_FLT_DISALLOW_FAST_IO,",",C:\Windows\System32\csrss.exe,",",Fast,I/O,",",",",0x00,",",",",0x00,,,,,",",",",0x00000000,,,,",",",",872,",",2136,",",1,","
9/27/2019,31:42.2,",",0x00,IRP_MJ_CREATE,",",MultiMon.exe,",",0,STATUS_SUCCESS,",",C:\Windows\System32\csrss.exe,",",Irp,(NPP),",",",",0x00,",",",",0x00,,,,,",",",",0x00000884,IRP_SYNCHRONOUS_API  IRP_CREATE_OPERATION  IRP_DEFER_IO_COMPLETION,,,",",",",872,",",2136,",",1,","
9/27/2019,31:42.2,",",0x05,IRP_MJ_QUERY_INFORMATION,",",MultiMon.exe,",",0,STATUS_SUCCESS,",",C:\Windows\System32\csrss.exe,",",Fast,I/O,",",",",0x00,",",",",0x00,,,,,",",",",0x00000000,,,,",",",",872,",",2136,",",1,","
9/27/2019,31:42.2,",",0x12,IRP_MJ_CLEANUP,",",MultiMon.exe,",",0,STATUS_SUCCESS,",",C:\Windows\System32\csrss.exe,",",Irp,,",",",",0x00,",",",",0x00,,,,,",",",",0x00000404,IRP_SYNCHRONOUS_API  IRP_CLOSE_OPEARTION,,,",",",",872,",",2136,",",1,","
9/27/2019,31:42.2,",",0x02,IRP_MJ_CLOSE,",",MultiMon.exe,",",0,STATUS_SUCCESS,",",C:\Windows\System32\csrss.exe,",",Irp,,",",",",0x00,",",",",0x00,,,,,",",",",0x00000404,IRP_SYNCHRONOUS_API  IRP_CLOSE_OPEARTION,,,",",",",872,",",2136,",",1,","
9/27/2019,31:42.2,",",0xF2,IRP_MJ_NETWORK_QUERY_OPEN,",",MultiMon.exe,",",C01C0004,STATUS_FLT_DISALLOW_FAST_IO,",",C:\Program Files\MultiMon\csrss.exe,",",Fast,I/O,",",",",0x00,",",",",0x00,,,,,",",",",0x00000000,,,,",",",",872,",",2136,",",1,","
9/27/2019,31:42.2,",",0x00,IRP_MJ_CREATE,",",MultiMon.exe,",",C0000034,STATUS_OBJECT_NAME_NOT_FOUND,",",C:\Program Files\MultiMon\csrss.exe,",",Irp,(NPP),",",",",0x00,",",",",0x00,,,,,",",",",0x00000884,IRP_SYNCHRONOUS_API  IRP_CREATE_OPERATION  IRP_DEFER_IO_COMPLETION,,,",",",",872,",",2136,",",1,","
9/27/2019,31:42.2,",",0xF2,IRP_MJ_NETWORK_QUERY_OPEN,",",MultiMon.exe,",",C01C0004,STATUS_FLT_DISALLOW_FAST_IO,",",C:\Windows\System32\csrss.exe,",",Fast,I/O,",",",",0x00,",",",",0x00,,,,,",",",",0x00000000,,,,",",",",872,",",2136,",",1,","
9/27/2019,31:42.2,",",0x00,IRP_MJ_CREATE,",",MultiMon.exe,",",0,STATUS_SUCCESS,",",C:\Windows\System32\csrss.exe,",",Irp,(NPP),",",",",0x00,",",",",0x00,,,,,",",",",0x00000884,IRP_SYNCHRONOUS_API  IRP_CREATE_OPERATION  IRP_DEFER_IO_COMPLETION,,,",",",",872,",",2136,",",1,","
9/27/2019,31:42.2,",",0x05,IRP_MJ_QUERY_INFORMATION,",",MultiMon.exe,",",0,STATUS_SUCCESS,",",C:\Windows\System32\csrss.exe,",",Fast,I/O,",",",",0x00,",",",",0x00,,,,,",",",",0x00000000,,,,",",",",872,",",2136,",",1,","
9/27/2019,31:42.2,",",0x12,IRP_MJ_CLEANUP,",",MultiMon.exe,",",0,STATUS_SUCCESS,",",C:\Windows\System32\csrss.exe,",",Irp,,",",",",0x00,",",",",0x00,,,,,",",",",0x00000404,IRP_SYNCHRONOUS_API  IRP_CLOSE_OPEARTION,,,",",",",872,",",2136,",",1,","
9/27/2019,31:42.2,",",0x02,IRP_MJ_CLOSE,",",MultiMon.exe,",",0,STATUS_SUCCESS,",",C:\Windows\System32\csrss.exe,",",Irp,,",",",",0x00,",",",",0x00,,,,,",",",",0x00000404,IRP_SYNCHRONOUS_API  IRP_CLOSE_OPEARTION,,,",",",",872,",",2136,",",1,","
9/27/2019,31:42.2,",",0xF2,IRP_MJ_NETWORK_QUERY_OPEN,",",MultiMon.exe,",",C01C0004,STATUS_FLT_DISALLOW_FAST_IO,",",C:\Program Files\MultiMon\services.exe,",",Fast,I/O,",",",",0x00,",",",",0x00,,,,,",",",",0x00000000,,,,",",",",872,",",2136,",",1,","
9/27/2019,31:42.2,",",0x00,IRP_MJ_CREATE,",",MultiMon.exe,",",C0000034,STATUS_OBJECT_NAME_NOT_FOUND,",",C:\Program Files\MultiMon\services.exe,",",Irp,(NPP),",",",",0x00,",",",",0x00,,,,,",",",",0x00000884,IRP_SYNCHRONOUS_API  IRP_CREATE_OPERATION  IRP_DEFER_IO_COMPLETION,,,",",",",872,",",2136,",",1,","
9/27/2019,31:42.2,",",0xF2,IRP_MJ_NETWORK_QUERY_OPEN,",",MultiMon.exe,",",C01C0004,STATUS_FLT_DISALLOW_FAST_IO,",",C:\Windows\System32\services.exe,",",Fast,I/O,",",",",0x00,",",",",0x00,,,,,",",",",0x00000000,,,,",",",",872,",",2136,",",1,","
9/27/2019,31:42.2,",",0x00,IRP_MJ_CREATE,",",MultiMon.exe,",",0,STATUS_SUCCESS,",",C:\Windows\System32\services.exe,",",Irp,(NPP),",",",",0x00,",",",",0x00,,,,,",",",",0x00000884,IRP_SYNCHRONOUS_API  IRP_CREATE_OPERATION  IRP_DEFER_IO_COMPLETION,,,",",",",872,",",2136,",",1,","
9/27/2019,31:42.2,",",0x05,IRP_MJ_QUERY_INFORMATION,",",MultiMon.exe,",",0,STATUS_SUCCESS,",",C:\Windows\System32\services.exe,",",Fast,I/O,",",",",0x00,",",",",0x00,,,,,",",",",0x00000000,,,,",",",",872,",",2136,",",1,","
