Date/time,,",",Major,Function,",",Process,",",Status,,",",File,",",Type,,",","not used,",Minor,"Function,","not used,",Oper,ation flags,,,,",","not used,",IRP Flags,,,,",","not used,",PID,",",Threa,"dID,",C,"PU,"
9/27/2019,32:03.7,",",0xF2,IRP_MJ_NETWORK_QUERY_OPEN,",",USBGuard.exe,",",C01C0004,STATUS_FLT_DISALLOW_FAST_IO,",",C:\Program Files (x86)\USB Disk Security\config.ini,",",Fast,I/O,",",",",0x00,",",",",0x00,,,,,",",",",0x00000000,,,,",",",",696,",",248,",",0,","
9/27/2019,32:03.7,",",0x00,IRP_MJ_CREATE,",",USBGuard.exe,",",C0000034,STATUS_OBJECT_NAME_NOT_FOUND,",",C:\Program Files (x86)\USB Disk Security\config.ini,",",Irp,(NPP),",",",",0x00,",",",",0x00,,,,,",",",",0x00000884,IRP_SYNCHRONOUS_API  IRP_CREATE_OPERATION  IRP_DEFER_IO_COMPLETION,,,",",",",696,",",248,",",0,","
9/27/2019,32:03.7,",",0xF2,IRP_MJ_NETWORK_QUERY_OPEN,",",vmware-authd,".e,",C01C0004,STATUS_FLT_DISALLOW_FAST_IO,",",C:\Windows\SysWOW64\sysmain.dll,",",Fast,I/O,",",",",0x00,",",",",0x00,,,,,",",",",0x00000000,,,,",",",",152,"4,",1832,",",1,","
9/27/2019,32:03.7,",",0x00,IRP_MJ_CREATE,",",vmware-authd,".e,",C0000034,STATUS_OBJECT_NAME_NOT_FOUND,",",C:\Windows\SysWOW64\sysmain.dll,",",Irp,(NPP),",",",",0x00,",",",",0x00,,,,,",",",",0x00000884,IRP_SYNCHRONOUS_API  IRP_CREATE_OPERATION  IRP_DEFER_IO_COMPLETION,,,",",",",152,"4,",1832,",",1,","
9/27/2019,32:03.7,",",0xF2,IRP_MJ_NETWORK_QUERY_OPEN,",",vmware-authd,".e,",C01C0004,STATUS_FLT_DISALLOW_FAST_IO,",",C:\Windows\SysWOW64\sysmain.dll,",",Fast,I/O,",",",",0x00,",",",",0x00,,,,,",",",",0x00000000,,,,",",",",152,"4,",1832,",",1,","
9/27/2019,32:03.7,",",0x00,IRP_MJ_CREATE,",",vmware-authd,".e,",C0000034,STATUS_OBJECT_NAME_NOT_FOUND,",",C:\Windows\SysWOW64\sysmain.dll,",",Irp,(NPP),",",",",0x00,",",",",0x00,,,,,",",",",0x00000884,IRP_SYNCHRONOUS_API  IRP_CREATE_OPERATION  IRP_DEFER_IO_COMPLETION,,,",",",",152,"4,",1832,",",1,","
9/27/2019,32:03.7,",",0xF2,IRP_MJ_NETWORK_QUERY_OPEN,",",vmware-authd,".e,",C01C0004,STATUS_FLT_DISALLOW_FAST_IO,",",C:\Windows\SysWOW64\sysmain.dll,",",Fast,I/O,",",",",0x00,",",",",0x00,,,,,",",",",0x00000000,,,,",",",",152,"4,",1832,",",1,","
9/27/2019,32:03.7,",",0x00,IRP_MJ_CREATE,",",vmware-authd,".e,",C0000034,STATUS_OBJECT_NAME_NOT_FOUND,",",C:\Windows\SysWOW64\sysmain.dll,",",Irp,(NPP),",",",",0x00,",",",",0x00,,,,,",",",",0x00000884,IRP_SYNCHRONOUS_API  IRP_CREATE_OPERATION  IRP_DEFER_IO_COMPLETION,,,",",",",152,"4,",1832,",",1,","
9/27/2019,32:03.7,",",0xF2,IRP_MJ_NETWORK_QUERY_OPEN,",",vmware-authd,".e,",C01C0004,STATUS_FLT_DISALLOW_FAST_IO,",",C:\Windows\SysWOW64\sysmain.dll,",",Fast,I/O,",",",",0x00,",",",",0x00,,,,,",",",",0x00000000,,,,",",",",152,"4,",1832,",",1,","
9/27/2019,32:03.7,",",0x00,IRP_MJ_CREATE,",",vmware-authd,".e,",C0000034,STATUS_OBJECT_NAME_NOT_FOUND,",",C:\Windows\SysWOW64\sysmain.dll,",",Irp,(NPP),",",",",0x00,",",",",0x00,,,,,",",",",0x00000884,IRP_SYNCHRONOUS_API  IRP_CREATE_OPERATION  IRP_DEFER_IO_COMPLETION,,,",",",",152,"4,",1832,",",1,","
9/27/2019,32:03.7,",",0xF2,IRP_MJ_NETWORK_QUERY_OPEN,",",vmware-authd,".e,",C01C0004,STATUS_FLT_DISALLOW_FAST_IO,",",C:\Windows\SysWOW64\sysmain.dll,",",Fast,I/O,",",",",0x00,",",",",0x00,,,,,",",",",0x00000000,,,,",",",",152,"4,",1832,",",1,","
9/27/2019,32:03.7,",",0x00,IRP_MJ_CREATE,",",vmware-authd,".e,",C0000034,STATUS_OBJECT_NAME_NOT_FOUND,",",C:\Windows\SysWOW64\sysmain.dll,",",Irp,(NPP),",",",",0x00,",",",",0x00,,,,,",",",",0x00000884,IRP_SYNCHRONOUS_API  IRP_CREATE_OPERATION  IRP_DEFER_IO_COMPLETION,,,",",",",152,"4,",1832,",",1,","
9/27/2019,32:03.7,",",0xF2,IRP_MJ_NETWORK_QUERY_OPEN,",",vmware-authd,".e,",C01C0004,STATUS_FLT_DISALLOW_FAST_IO,",",C:\Windows\SysWOW64\sysmain.dll,",",Fast,I/O,",",",",0x00,",",",",0x00,,,,,",",",",0x00000000,,,,",",",",152,"4,",1832,",",1,","
9/27/2019,32:03.7,",",0x00,IRP_MJ_CREATE,",",vmware-authd,".e,",C0000034,STATUS_OBJECT_NAME_NOT_FOUND,",",C:\Windows\SysWOW64\sysmain.dll,",",Irp,(NPP),",",",",0x00,",",",",0x00,,,,,",",",",0x00000884,IRP_SYNCHRONOUS_API  IRP_CREATE_OPERATION  IRP_DEFER_IO_COMPLETION,,,",",",",152,"4,",1832,",",1,","
9/27/2019,32:04.1,",",0xF2,IRP_MJ_NETWORK_QUERY_OPEN,",",USBGuard.exe,",",C01C0004,STATUS_FLT_DISALLOW_FAST_IO,",",C:\Program Files (x86)\USB Disk Security\config.ini,",",Fast,I/O,",",",",0x00,",",",",0x00,,,,,",",",",0x00000000,,,,",",",",696,",",248,",",1,","
9/27/2019,32:04.1,",",0x00,IRP_MJ_CREATE,",",USBGuard.exe,",",C0000034,STATUS_OBJECT_NAME_NOT_FOUND,",",C:\Program Files (x86)\USB Disk Security\config.ini,",",Irp,(NPP),",",",",0x00,",",",",0x00,,,,,",",",",0x00000884,IRP_SYNCHRONOUS_API  IRP_CREATE_OPERATION  IRP_DEFER_IO_COMPLETION,,,",",",",696,",",248,",",1,","
9/27/2019,32:04.5,",",0xF2,IRP_MJ_NETWORK_QUERY_OPEN,",",USBGuard.exe,",",C01C0004,STATUS_FLT_DISALLOW_FAST_IO,",",C:\Program Files (x86)\USB Disk Security\config.ini,",",Fast,I/O,",",",",0x00,",",",",0x00,,,,,",",",",0x00000000,,,,",",",",696,",",248,",",1,","
9/27/2019,32:04.5,",",0x00,IRP_MJ_CREATE,",",USBGuard.exe,",",C0000034,STATUS_OBJECT_NAME_NOT_FOUND,",",C:\Program Files (x86)\USB Disk Security\config.ini,",",Irp,(NPP),",",",",0x00,",",",",0x00,,,,,",",",",0x00000884,IRP_SYNCHRONOUS_API  IRP_CREATE_OPERATION  IRP_DEFER_IO_COMPLETION,,,",",",",696,",",248,",",1,","
9/27/2019,32:04.6,",",0x04,IRP_MJ_WRITE,",",svchost.exe,",",0,STATUS_SUCCESS,",",C:\Windows\System32\winevt\Logs\Microsoft-Windows-Diagnosis,"-PCW%4Operational.evtx                              ,",Fast,I/O,",",",",IRP_M,"N_NORMAL ,",",",0x00,,,,,",",",",0x00000000,,,,",",",",740,",",800,",",1,","
9/27/2019,32:04.9,",",0xF2,IRP_MJ_NETWORK_QUERY_OPEN,",",USBGuard.exe,",",C01C0004,STATUS_FLT_DISALLOW_FAST_IO,",",C:\Program Files (x86)\USB Disk Security\config.ini,",",Fast,I/O,",",",",0x00,",",",",0x00,,,,,",",",",0x00000000,,,,",",",",696,",",248,",",1,","
9/27/2019,32:04.9,",",0x00,IRP_MJ_CREATE,",",USBGuard.exe,",",C0000034,STATUS_OBJECT_NAME_NOT_FOUND,",",C:\Program Files (x86)\USB Disk Security\config.ini,",",Irp,(NPP),",",",",0x00,",",",",0x00,,,,,",",",",0x00000884,IRP_SYNCHRONOUS_API  IRP_CREATE_OPERATION  IRP_DEFER_IO_COMPLETION,,,",",",",696,",",248,",",1,","
9/27/2019,32:05.3,",",0xF2,IRP_MJ_NETWORK_QUERY_OPEN,",",USBGuard.exe,",",C01C0004,STATUS_FLT_DISALLOW_FAST_IO,",",C:\Program Files (x86)\USB Disk Security\config.ini,",",Fast,I/O,",",",",0x00,",",",",0x00,,,,,",",",",0x00000000,,,,",",",",696,",",248,",",1,","
9/27/2019,32:05.3,",",0x00,IRP_MJ_CREATE,",",USBGuard.exe,",",C0000034,STATUS_OBJECT_NAME_NOT_FOUND,",",C:\Program Files (x86)\USB Disk Security\config.ini,",",Irp,(NPP),",",",",0x00,",",",",0x00,,,,,",",",",0x00000884,IRP_SYNCHRONOUS_API  IRP_CREATE_OPERATION  IRP_DEFER_IO_COMPLETION,,,",",",",696,",",248,",",1,","
9/27/2019,32:05.7,",",0xF2,IRP_MJ_NETWORK_QUERY_OPEN,",",USBGuard.exe,",",C01C0004,STATUS_FLT_DISALLOW_FAST_IO,",",C:\Program Files (x86)\USB Disk Security\config.ini,",",Fast,I/O,",",",",0x00,",",",",0x00,,,,,",",",",0x00000000,,,,",",",",696,",",248,",",1,","
9/27/2019,32:05.7,",",0x00,IRP_MJ_CREATE,",",USBGuard.exe,",",C0000034,STATUS_OBJECT_NAME_NOT_FOUND,",",C:\Program Files (x86)\USB Disk Security\config.ini,",",Irp,(NPP),",",",",0x00,",",",",0x00,,,,,",",",",0x00000884,IRP_SYNCHRONOUS_API  IRP_CREATE_OPERATION  IRP_DEFER_IO_COMPLETION,,,",",",",696,",",248,",",1,","
9/27/2019,32:06.1,",",0xF2,IRP_MJ_NETWORK_QUERY_OPEN,",",USBGuard.exe,",",C01C0004,STATUS_FLT_DISALLOW_FAST_IO,",",C:\Program Files (x86)\USB Disk Security\config.ini,",",Fast,I/O,",",",",0x00,",",",",0x00,,,,,",",",",0x00000000,,,,",",",",696,",",248,",",1,","
9/27/2019,32:06.1,",",0x00,IRP_MJ_CREATE,",",USBGuard.exe,",",C0000034,STATUS_OBJECT_NAME_NOT_FOUND,",",C:\Program Files (x86)\USB Disk Security\config.ini,",",Irp,(NPP),",",",",0x00,",",",",0x00,,,,,",",",",0x00000884,IRP_SYNCHRONOUS_API  IRP_CREATE_OPERATION  IRP_DEFER_IO_COMPLETION,,,",",",",696,",",248,",",1,","
9/27/2019,32:06.3,",",0x04,IRP_MJ_WRITE,",",System,",",0,STATUS_SUCCESS,",",C:\Windows\System32\winevt\Logs\Microsoft-Windows-Diagnosis,"-PCW%4Operational.evtx                              ,",Irp,,",",",",IRP_M,"N_NORMAL ,",",",0x00,,,,,",",",",0x00020043,IRP_NOCACHE  IRP_PAGING_IO  IRP_MOUNT_COMPLETION  IRP_INPUT_OPERATION  IRP_SYNCHRON,OUS_PAGING,,",",",",4,",",3784,",",0,","
9/27/2019,32:06.3,",",0x06,IRP_MJ_SET_INFORMATION,",",System,",",0,STATUS_SUCCESS,",",C:\Windows\System32\winevt\Logs\Microsoft-Windows-Diagnosis,"-PCW%4Operational.evtx                              ,",Irp,(NPP),",",",",0x00,",",",",0x00,,,,,",",",",0x00000042,IRP_PAGING_IO  IRP_MOUNT_COMPLETION  IRP_INPUT_OPERATION  IRP_SYNCHRONOUS_PAGING,,,",",",",4,",",3784,",",0,","
9/27/2019,32:06.5,",",0xF2,IRP_MJ_NETWORK_QUERY_OPEN,",",USBGuard.exe,",",C01C0004,STATUS_FLT_DISALLOW_FAST_IO,",",C:\Program Files (x86)\USB Disk Security\config.ini,",",Fast,I/O,",",",",0x00,",",",",0x00,,,,,",",",",0x00000000,,,,",",",",696,",",248,",",1,","
9/27/2019,32:06.5,",",0x00,IRP_MJ_CREATE,",",USBGuard.exe,",",C0000034,STATUS_OBJECT_NAME_NOT_FOUND,",",C:\Program Files (x86)\USB Disk Security\config.ini,",",Irp,(NPP),",",",",0x00,",",",",0x00,,,,,",",",",0x00000884,IRP_SYNCHRONOUS_API  IRP_CREATE_OPERATION  IRP_DEFER_IO_COMPLETION,,,",",",",696,",",248,",",1,","
9/27/2019,32:06.6,",",0x00,IRP_MJ_CREATE,",",explorer.exe,",",0,STATUS_SUCCESS,",",C:\Users\MTULAB\Desktop,",",Irp,(NPP),",",",",0x00,",",",",0x00,,,,,",",",",0x00000884,IRP_SYNCHRONOUS_API  IRP_CREATE_OPERATION  IRP_DEFER_IO_COMPLETION,,,",",",",254,"8,",4308,",",1,","
9/27/2019,32:06.6,",",0x14,IRP_MJ_QUERY_SECURITY,",",explorer.exe,",",80000005,STATUS_BUFFER_OVERFLOW,",",C:\Users\MTULAB\Desktop,",",Irp,,",",",",0x00,",",",",0x00,,,,,",",",",0x00000004,IRP_SYNCHRONOUS_API,,,",",",",254,"8,",4308,",",1,","
9/27/2019,32:06.6,",",0x12,IRP_MJ_CLEANUP,",",explorer.exe,",",0,STATUS_SUCCESS,",",C:\Users\MTULAB\Desktop,",",Irp,,",",",",0x00,",",",",0x00,,,,,",",",",0x00000404,IRP_SYNCHRONOUS_API  IRP_CLOSE_OPEARTION,,,",",",",254,"8,",4308,",",1,","
9/27/2019,32:06.6,",",0x02,IRP_MJ_CLOSE,",",explorer.exe,",",0,STATUS_SUCCESS,",",C:\Users\MTULAB\Desktop,",",Irp,,",",",",0x00,",",",",0x00,,,,,",",",",0x00000404,IRP_SYNCHRONOUS_API  IRP_CLOSE_OPEARTION,,,",",",",254,"8,",4308,",",1,","
9/27/2019,32:06.6,",",0x00,IRP_MJ_CREATE,",",explorer.exe,",",0,STATUS_SUCCESS,",",C:\Users\MTULAB\Desktop,",",Irp,(NPP),",",",",0x00,",",",",0x00,,,,,",",",",0x00000884,IRP_SYNCHRONOUS_API  IRP_CREATE_OPERATION  IRP_DEFER_IO_COMPLETION,,,",",",",254,"8,",4308,",",1,","
9/27/2019,32:06.6,",",0x14,IRP_MJ_QUERY_SECURITY,",",explorer.exe,",",0,STATUS_SUCCESS,",",C:\Users\MTULAB\Desktop,",",Irp,,",",",",0x00,",",",",0x00,,,,,",",",",0x00000004,IRP_SYNCHRONOUS_API,,,",",",",254,"8,",4308,",",1,","
9/27/2019,32:06.6,",",0x12,IRP_MJ_CLEANUP,",",explorer.exe,",",0,STATUS_SUCCESS,",",C:\Users\MTULAB\Desktop,",",Irp,,",",",",0x00,",",",",0x00,,,,,",",",",0x00000404,IRP_SYNCHRONOUS_API  IRP_CLOSE_OPEARTION,,,",",",",254,"8,",4308,",",1,","
9/27/2019,32:06.6,",",0x02,IRP_MJ_CLOSE,",",explorer.exe,",",0,STATUS_SUCCESS,",",C:\Users\MTULAB\Desktop,",",Irp,,",",",",0x00,",",",",0x00,,,,,",",",",0x00000404,IRP_SYNCHRONOUS_API  IRP_CLOSE_OPEARTION,,,",",",",254,"8,",4308,",",1,","
9/27/2019,32:06.6,",",0x00,IRP_MJ_CREATE,",",explorer.exe,",",0,STATUS_SUCCESS,",",C:\Users\MTULAB\Desktop\MultiMon.lnk,",",Irp,(NPP),",",",",0x00,",",",",0x00,,,,,",",",",0x00000884,IRP_SYNCHRONOUS_API  IRP_CREATE_OPERATION  IRP_DEFER_IO_COMPLETION,,,",",",",254,"8,",4308,",",1,","
9/27/2019,32:06.6,",",0x03,IRP_MJ_READ,",",explorer.exe,",",0,STATUS_SUCCESS,",",C:\Users\MTULAB\Desktop\MultiMon.lnk,",",Irp,,",",",",IRP_M,"N_NORMAL ,",",",0x00,,,,,",",",",0x00060900,IRP_READ_OPERATION  IRP_DEFER_IO_COMPLETION,,,",",",",254,"8,",4308,",",1,","
9/27/2019,32:06.6,",",0x05,IRP_MJ_QUERY_INFORMATION,",",explorer.exe,",",0,STATUS_SUCCESS,",",C:\Users\MTULAB\Desktop\MultiMon.lnk,",",Fast,I/O,",",",",0x00,",",",",0x00,,,,,",",",",0x00000000,,,,",",",",254,"8,",4308,",",1,","
9/27/2019,32:06.6,",",0x05,IRP_MJ_QUERY_INFORMATION,",",explorer.exe,",",0,STATUS_SUCCESS,",",C:\Users\MTULAB\Desktop\MultiMon.lnk,",",Fast,I/O,",",",",0x00,",",",",0x00,,,,,",",",",0x00000000,,,,",",",",254,"8,",4308,",",1,","
9/27/2019,32:06.6,",",0x12,IRP_MJ_CLEANUP,",",explorer.exe,",",0,STATUS_SUCCESS,",",C:\Users\MTULAB\Desktop\MultiMon.lnk,",",Irp,,",",",",0x00,",",",",0x00,,,,,",",",",0x00000404,IRP_SYNCHRONOUS_API  IRP_CLOSE_OPEARTION,,,",",",",254,"8,",4308,",",1,","
9/27/2019,32:06.6,",",0xF2,IRP_MJ_NETWORK_QUERY_OPEN,",",explorer.exe,",",C01C0004,STATUS_FLT_DISALLOW_FAST_IO,",",C:\Users\MTULAB\Desktop\MultiMon.lnk,",",Fast,I/O,",",",",0x00,",",",",0x00,,,,,",",",",0x00000000,,,,",",",",254,"8,",4308,",",1,","
9/27/2019,32:06.6,",",0x00,IRP_MJ_CREATE,",",explorer.exe,",",0,STATUS_SUCCESS,",",C:\Users\MTULAB\Desktop\MultiMon.lnk,",",Irp,(NPP),",",",",0x00,",",",",0x00,,,,,",",",",0x00000884,IRP_SYNCHRONOUS_API  IRP_CREATE_OPERATION  IRP_DEFER_IO_COMPLETION,,,",",",",254,"8,",4308,",",1,","
9/27/2019,32:06.6,",",0x05,IRP_MJ_QUERY_INFORMATION,",",explorer.exe,",",0,STATUS_SUCCESS,",",C:\Users\MTULAB\Desktop\MultiMon.lnk,",",Fast,I/O,",",",",0x00,",",",",0x00,,,,,",",",",0x00000000,,,,",",",",254,"8,",4308,",",1,","
9/27/2019,32:06.6,",",0x12,IRP_MJ_CLEANUP,",",explorer.exe,",",0,STATUS_SUCCESS,",",C:\Users\MTULAB\Desktop\MultiMon.lnk,",",Irp,,",",",",0x00,",",",",0x00,,,,,",",",",0x00000404,IRP_SYNCHRONOUS_API  IRP_CLOSE_OPEARTION,,,",",",",254,"8,",4308,",",1,","
9/27/2019,32:06.6,",",0x02,IRP_MJ_CLOSE,",",explorer.exe,",",0,STATUS_SUCCESS,",",C:\Users\MTULAB\Desktop\MultiMon.lnk,",",Irp,,",",",",0x00,",",",",0x00,,,,,",",",",0x00000404,IRP_SYNCHRONOUS_API  IRP_CLOSE_OPEARTION,,,",",",",254,"8,",4308,",",1,","
9/27/2019,32:06.9,",",0xF2,IRP_MJ_NETWORK_QUERY_OPEN,",",USBGuard.exe,",",C01C0004,STATUS_FLT_DISALLOW_FAST_IO,",",C:\Program Files (x86)\USB Disk Security\config.ini,",",Fast,I/O,",",",",0x00,",",",",0x00,,,,,",",",",0x00000000,,,,",",",",696,",",248,",",1,","
9/27/2019,32:06.9,",",0x00,IRP_MJ_CREATE,",",USBGuard.exe,",",C0000034,STATUS_OBJECT_NAME_NOT_FOUND,",",C:\Program Files (x86)\USB Disk Security\config.ini,",",Irp,(NPP),",",",",0x00,",",",",0x00,,,,,",",",",0x00000884,IRP_SYNCHRONOUS_API  IRP_CREATE_OPERATION  IRP_DEFER_IO_COMPLETION,,,",",",",696,",",248,",",1,","
9/27/2019,32:07.3,",",0xF2,IRP_MJ_NETWORK_QUERY_OPEN,",",USBGuard.exe,",",C01C0004,STATUS_FLT_DISALLOW_FAST_IO,",",C:\Program Files (x86)\USB Disk Security\config.ini,",",Fast,I/O,",",",",0x00,",",",",0x00,,,,,",",",",0x00000000,,,,",",",",696,",",248,",",1,","
9/27/2019,32:07.3,",",0x00,IRP_MJ_CREATE,",",USBGuard.exe,",",C0000034,STATUS_OBJECT_NAME_NOT_FOUND,",",C:\Program Files (x86)\USB Disk Security\config.ini,",",Irp,(NPP),",",",",0x00,",",",",0x00,,,,,",",",",0x00000884,IRP_SYNCHRONOUS_API  IRP_CREATE_OPERATION  IRP_DEFER_IO_COMPLETION,,,",",",",696,",",248,",",1,","
9/27/2019,32:07.7,",",0xFF,IRP_MJ_ACQUIRE_FOR_SECTION_SYNCHRONIZATION,",",System,",",0,STATUS_SUCCESS,",",C:\Users\MTULAB\Desktop\MultiMon.lnk,",",MiniF,ilter,",",",",0x00,",",",",0x00,,,,,",",",",0x00000000,,,,",",",",4,",",1744,",",0,","
9/27/2019,32:07.7,",",0xFE,IRP_MJ_RELEASE_FOR_SECTION_SYNCHRONIZATION,",",System,",",0,STATUS_SUCCESS,",",C:\Users\MTULAB\Desktop\MultiMon.lnk,",",MiniF,ilter,",",",",0x00,",",",",0x00,,,,,",",",",0x00000000,,,,",",",",4,",",1744,",",0,","
9/27/2019,32:07.7,",",0x02,IRP_MJ_CLOSE,",",System,",",0,STATUS_SUCCESS,",",C:\Users\MTULAB\Desktop\MultiMon.lnk,",",Irp,,",",",",0x00,",",",",0x00,,,,,",",",",0x00000404,IRP_SYNCHRONOUS_API  IRP_CLOSE_OPEARTION,,,",",",",4,",",1744,",",0,","
9/27/2019,32:07.7,",",0xF2,IRP_MJ_NETWORK_QUERY_OPEN,",",USBGuard.exe,",",C01C0004,STATUS_FLT_DISALLOW_FAST_IO,",",C:\Program Files (x86)\USB Disk Security\config.ini,",",Fast,I/O,",",",",0x00,",",",",0x00,,,,,",",",",0x00000000,,,,",",",",696,",",248,",",1,","
9/27/2019,32:07.7,",",0x00,IRP_MJ_CREATE,",",USBGuard.exe,",",C0000034,STATUS_OBJECT_NAME_NOT_FOUND,",",C:\Program Files (x86)\USB Disk Security\config.ini,",",Irp,(NPP),",",",",0x00,",",",",0x00,,,,,",",",",0x00000884,IRP_SYNCHRONOUS_API  IRP_CREATE_OPERATION  IRP_DEFER_IO_COMPLETION,,,",",",",696,",",248,",",1,","
9/27/2019,32:08.1,",",0xF2,IRP_MJ_NETWORK_QUERY_OPEN,",",USBGuard.exe,",",C01C0004,STATUS_FLT_DISALLOW_FAST_IO,",",C:\Program Files (x86)\USB Disk Security\config.ini,",",Fast,I/O,",",",",0x00,",",",",0x00,,,,,",",",",0x00000000,,,,",",",",696,",",248,",",1,","
9/27/2019,32:08.1,",",0x00,IRP_MJ_CREATE,",",USBGuard.exe,",",C0000034,STATUS_OBJECT_NAME_NOT_FOUND,",",C:\Program Files (x86)\USB Disk Security\config.ini,",",Irp,(NPP),",",",",0x00,",",",",0x00,,,,,",",",",0x00000884,IRP_SYNCHRONOUS_API  IRP_CREATE_OPERATION  IRP_DEFER_IO_COMPLETION,,,",",",",696,",",248,",",1,","
9/27/2019,32:08.5,",",0xF2,IRP_MJ_NETWORK_QUERY_OPEN,",",USBGuard.exe,",",C01C0004,STATUS_FLT_DISALLOW_FAST_IO,",",C:\Program Files (x86)\USB Disk Security\config.ini,",",Fast,I/O,",",",",0x00,",",",",0x00,,,,,",",",",0x00000000,,,,",",",",696,",",248,",",1,","
9/27/2019,32:08.5,",",0x00,IRP_MJ_CREATE,",",USBGuard.exe,",",C0000034,STATUS_OBJECT_NAME_NOT_FOUND,",",C:\Program Files (x86)\USB Disk Security\config.ini,",",Irp,(NPP),",",",",0x00,",",",",0x00,,,,,",",",",0x00000884,IRP_SYNCHRONOUS_API  IRP_CREATE_OPERATION  IRP_DEFER_IO_COMPLETION,,,",",",",696,",",248,",",1,","
9/27/2019,32:08.7,",",0xF2,IRP_MJ_NETWORK_QUERY_OPEN,",",MultiMon.exe,",",C01C0004,STATUS_FLT_DISALLOW_FAST_IO,",",C:\Windows\SysWOW64\xmllite.dll,",",Fast,I/O,",",",",0x00,",",",",0x00,,,,,",",",",0x00000000,,,,",",",",872,",",2136,",",0,","
9/27/2019,32:08.7,",",0x00,IRP_MJ_CREATE,",",MultiMon.exe,",",0,STATUS_SUCCESS,",",C:\Windows\SysWOW64\xmllite.dll,",",Irp,(NPP),",",",",0x00,",",",",0x00,,,,,",",",",0x00000884,IRP_SYNCHRONOUS_API  IRP_CREATE_OPERATION  IRP_DEFER_IO_COMPLETION,,,",",",",872,",",2136,",",0,","
9/27/2019,32:08.7,",",0x05,IRP_MJ_QUERY_INFORMATION,",",MultiMon.exe,",",0,STATUS_SUCCESS,",",C:\Windows\SysWOW64\xmllite.dll,",",Fast,I/O,",",",",0x00,",",",",0x00,,,,,",",",",0x00000000,,,,",",",",872,",",2136,",",0,","
9/27/2019,32:08.7,",",0x12,IRP_MJ_CLEANUP,",",MultiMon.exe,",",0,STATUS_SUCCESS,",",C:\Windows\SysWOW64\xmllite.dll,",",Irp,,",",",",0x00,",",",",0x00,,,,,",",",",0x00000404,IRP_SYNCHRONOUS_API  IRP_CLOSE_OPEARTION,,,",",",",872,",",2136,",",0,","
9/27/2019,32:08.7,",",0x02,IRP_MJ_CLOSE,",",MultiMon.exe,",",0,STATUS_SUCCESS,",",C:\Windows\SysWOW64\xmllite.dll,",",Irp,,",",",",0x00,",",",",0x00,,,,,",",",",0x00000404,IRP_SYNCHRONOUS_API  IRP_CLOSE_OPEARTION,,,",",",",872,",",2136,",",0,","
9/27/2019,32:08.7,",",0x00,IRP_MJ_CREATE,",",MultiMon.exe,",",0,STATUS_SUCCESS,",",C:\Windows\SysWOW64\xmllite.dll,",",Irp,(NPP),",",",",0x00,",",",",0x00,,,,,",",",",0x00000884,IRP_SYNCHRONOUS_API  IRP_CREATE_OPERATION  IRP_DEFER_IO_COMPLETION,,,",",",",872,",",2136,",",0,","
9/27/2019,32:08.7,",",0xFF,IRP_MJ_ACQUIRE_FOR_SECTION_SYNCHRONIZATION,",",MultiMon.exe,",",0000012A,Unknown Status: 0000012A,",",C:\Windows\SysWOW64\xmllite.dll,",",MiniF,ilter,",",",",0x00,",",",",0x00,,,,,",",",",0x00000000,,,,",",",",872,",",2136,",",0,","
9/27/2019,32:08.7,",",0xFE,IRP_MJ_RELEASE_FOR_SECTION_SYNCHRONIZATION,",",MultiMon.exe,",",0,STATUS_SUCCESS,",",C:\Windows\SysWOW64\xmllite.dll,",",MiniF,ilter,",",",",0x00,",",",",0x00,,,,,",",",",0x00000000,,,,",",",",872,",",2136,",",0,","
9/27/2019,32:08.7,",",0x12,IRP_MJ_CLEANUP,",",MultiMon.exe,",",0,STATUS_SUCCESS,",",C:\Windows\SysWOW64\xmllite.dll,",",Irp,,",",",",0x00,",",",",0x00,,,,,",",",",0x00000404,IRP_SYNCHRONOUS_API  IRP_CLOSE_OPEARTION,,,",",",",872,",",2136,",",0,","
9/27/2019,32:08.7,",",0x02,IRP_MJ_CLOSE,",",MultiMon.exe,",",0,STATUS_SUCCESS,",",C:\Windows\SysWOW64\xmllite.dll,",",Irp,,",",",",0x00,",",",",0x00,,,,,",",",",0x00000404,IRP_SYNCHRONOUS_API  IRP_CLOSE_OPEARTION,,,",",",",872,",",2136,",",0,","
9/27/2019,32:08.7,",",0xF2,IRP_MJ_NETWORK_QUERY_OPEN,",",vmware-authd,".e,",C01C0004,STATUS_FLT_DISALLOW_FAST_IO,",",C:\Windows\SysWOW64\sysmain.dll,",",Fast,I/O,",",",",0x00,",",",",0x00,,,,,",",",",0x00000000,,,,",",",",152,"4,",1832,",",1,","
9/27/2019,32:08.7,",",0x00,IRP_MJ_CREATE,",",vmware-authd,".e,",C0000034,STATUS_OBJECT_NAME_NOT_FOUND,",",C:\Windows\SysWOW64\sysmain.dll,",",Irp,(NPP),",",",",0x00,",",",",0x00,,,,,",",",",0x00000884,IRP_SYNCHRONOUS_API  IRP_CREATE_OPERATION  IRP_DEFER_IO_COMPLETION,,,",",",",152,"4,",1832,",",1,","
9/27/2019,32:08.7,",",0xF2,IRP_MJ_NETWORK_QUERY_OPEN,",",vmware-authd,".e,",C01C0004,STATUS_FLT_DISALLOW_FAST_IO,",",C:\Windows\SysWOW64\sysmain.dll,",",Fast,I/O,",",",",0x00,",",",",0x00,,,,,",",",",0x00000000,,,,",",",",152,"4,",1832,",",1,","
